KCAT	Trichoderma reesei	-999	4-nitrophenyl-beta-D-xylopyranoside monoacetate	*initial rate ratio between 2-, 3-, and 4-O-acetyl 4-nitrophenyl-beta-D-xylopyranoside is 1:19:17.7
KCAT	Marchantia polymorpha	33	2-benzylcyclohex-1-en-1-yl acetate	*isoenzyme Est II, pH 7.0, 35&deg;C
KCAT	Escherichia coli	34.5	4-nitrophenyl hexanoate	*pH 7.1, 65&deg;C, recombinant wild-type enzyme
KCAT	Talaromyces cellulolyticus	36.3	4-nitrophenyl acetate	*mutant enzyme D179A, at pH 5.5 and 50&deg;C
KCAT	Escherichia coli	37	4-nitrophenyl butyrate	*mutant enzyme L209F, in 20 mM phosphate buffer, at pH 7.1 and 30&deg;C
KCAT	Talaromyces cellulolyticus	38.8	4-nitrophenyl acetate	*mutant enzyme H182A, at pH 5.5 and 50&deg;C
KCAT	Thermotoga maritima	41.3	4-nitrophenyl propionate	*in 50 mM citrate-phosphate (pH 6) at 70&deg;C
KCAT	Cellvibrio japonicus	41.6	2-O-acetyl 4-nitrophenyl beta-D-xylopyranoside	*isozyme CE2B, in 0.1 M sodium phosphate buffer, pH 6.0, at 40&deg;C
KCAT	Marchantia polymorpha	42	2-n-pentylcyclohex-1-en-1-yl acetate	*isoenzyme Est I, pH 7.0, 35&deg;C
KCAT	Escherichia coli	48.8	4-nitrophenyl hexanoate	*pH 7.1, 65&deg;C, recombinant mutant T74A
KCAT	Talaromyces cellulolyticus	49.2	4-nitrophenyl acetate	*wild type enzyme, at pH 5.5 and 50&deg;C
KCAT	Thermotoga maritima	57.5	4-nitrophenyl acetate	*in 50 mM citrate-phosphate (pH 6) at 70&deg;C
KCAT	Marchantia polymorpha	63	2-ethylcyclohex-1-en-1-yl acetate	*isoenzyme Est I, pH 7.0, 35&deg;C
KCAT	Thermotoga maritima	70.1	3-O-acetyl-4-nitrophenyl beta-D-xylopyranoside	*in 50 mM citrate-phosphate (pH 6) at 70&deg;C
KCAT	Thermotoga maritima	76.1	2-O-acetyl-4-nitrophenyl beta-D-xylopyranoside	*in 50 mM citrate-phosphate (pH 6) at 70&deg;C
KCAT	Marchantia polymorpha	77	2-methylcyclohex-1-en-1-yl acetate	*isoenzyme Est I, pH 7.0, 35&deg;C
KCAT	Escherichia coli	78	4-nitrophenyl butyrate	*mutant enzyme R48E, in 20 mM phosphate buffer (pH 7.1), at 30&deg;C
KCAT	Thermotoga maritima	78.6	4-O-acetyl-4-nitrophenyl beta-D-xylopyranoside	*in 50 mM citrate-phosphate (pH 6) at 70&deg;C
KCAT	Marchantia polymorpha	79	2-n-propylcyclohex-1-en-1-yl acetate	*isoenzyme Est I, pH 7.0, 35&deg;C
KCAT	Escherichia coli	86	4-nitrophenyl butyrate	*mutant enzyme R48S, in 20 mM phosphate buffer (pH 7.1), at 30&deg;C
KCAT	Escherichia coli	113	4-nitrophenyl butyrate	*mutant enzyme R48A, in 20 mM phosphate buffer (pH 7.1), at 30&deg;C
KCAT	Escherichia coli	145	4-nitrophenyl-butanoate	*pH 7.1, 65&deg;C, recombinant wild-type enzyme
KCAT	Escherichia coli	155	4-nitrophenyl-butanoate	*pH 7.1, 65&deg;C, recombinant mutant T74A
KCAT	Escherichia coli	240	4-nitrophenyl butyrate	*mutant enzyme L97F, in 20 mM phosphate buffer, at pH 7.1 and 30&deg;C
KCAT	Cellvibrio japonicus	241.6	4-O-acetyl 4-nitrophenyl beta-D-xylopyranoside	*isozyme CE2C, in 0.1 M sodium phosphate buffer, pH 6.0, at 40&deg;C
KCAT	Escherichia coli	340	4-nitrophenyl butyrate	*mutant enzyme L97F/L209F, in 20 mM phosphate buffer, at pH 7.1 and 30&deg;C
KCAT	Hungateiclostridium thermocellum	1331	4-O-acetyl 4-nitrophenyl beta-D-xylopyranoside	*isozyme CE2, in 0.1 M sodium phosphate buffer, pH 6.0, at 40&deg;C
KCAT	Cellvibrio japonicus	2101	3-O-acetyl 4-nitrophenyl beta-D-xylopyranoside	*isozyme CE2B, in 0.1 M sodium phosphate buffer, pH 6.0, at 40&deg;C
KCAT	Cellvibrio japonicus	3210	4-O-acetyl 4-nitrophenyl beta-D-xylopyranoside	*isozyme CE2B, in 0.1 M sodium phosphate buffer, pH 6.0, at 40&deg;C
